Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ns/call  ns/call  name    
                0.00    0.00 1000000/1000000     std::_Optional_payload<Range, false, false>::~_Optional_payload() [17]
-----------------------------------------------
                0.00    0.00 1000000/1000000     std::_Optional_base<Range>::~_Optional_base() [16]
[17]     0.0    0.00    0.00 1000000         std::_Optional_payload<Range, false, false>::~_Optional_payload() [17]
                0.00    0.00    5012/5004061     Range::~Range() [15]
-----------------------------------------------
                0.00    0.00 1000000/1000000     Interconnect::load(unsigned int) const [2]
[18]     0.0    0.00    0.00 1000000         std::optional<Range>::~optional() [18]
                0.00    0.00 1000000/1000000     std::_Optional_base<Range>::~_Optional_base() [16]
-----------------------------------------------
                0.00    0.00       1/1           std::_MakeUniq<Interconnect>::__single_object std::make_unique<Interconnect>() [20]
[19]     0.0    0.00    0.00       1         Interconnect::Interconnect() [19]
                0.00    0.00      17/17          std::vector<Range, std::allocator<Range> >::push_back(Range const&) [21]
                0.00    0.00      17/5004061     Range::~Range() [15]
                0.00    0.00      17/17          Range::Range(unsigned int, unsigned int) [82]
                0.00    0.00       1/1           std::vector<Range, std::allocator<Range> >::vector() [140]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[20]     0.0    0.00    0.00       1         std::_MakeUniq<Interconnect>::__single_object std::make_unique<Interconnect>() [20]
                0.00    0.00       1/1           Interconnect::Interconnect() [19]
                0.00    0.00       1/1           std::unique_ptr<Interconnect, std::default_delete<Interconnect> >::unique_ptr<std::default_delete<Interconnect>, void>(Interconnect*) [126]
-----------------------------------------------
                0.00    0.00      17/17          Interconnect::Interconnect() [19]
[21]     0.0    0.00    0.00      17         std::vector<Range, std::allocator<Range> >::push_back(Range const&) [21]
                0.00    0.00       6/6           void std::vector<Range, std::allocator<Range> >::_M_realloc_insert<Range const&>(__gnu_cxx::__normal_iterator<Range*, std::vector<Range, std::allocator<Range> > >, Range const&) [22]
                0.00    0.00      11/17          void std::allocator_traits<std::allocator<Range> >::construct<Range, Range const&>(std::allocator<Range>&, Range*, Range const&) [84]
                0.00    0.00       6/6           std::vector<Range, std::allocator<Range> >::end() [100]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<Range, std::allocator<Range> >::push_back(Range const&) [21]
[22]     0.0    0.00    0.00       6         void std::vector<Range, std::allocator<Range> >::_M_realloc_insert<Range const&>(__gnu_cxx::__normal_iterator<Range*, std::vector<Range, std::allocator<Range> > >, Range const&) [22]
                0.00    0.00       6/7           void std::_Destroy<Range*, Range>(Range*, Range*, std::allocator<Range>&) [26]
                0.00    0.00       6/6           std::vector<Range, std::allocator<Range> >::_M_check_len(unsigned long, char const*) const [27]
                0.00    0.00      18/19          std::_Vector_base<Range, std::allocator<Range> >::_M_get_Tp_allocator() [80]
                0.00    0.00      12/24          __gnu_cxx::__normal_iterator<Range*, std::vector<Range, std::allocator<Range> > >::base() const [77]
                0.00    0.00      12/12          Range* std::__uninitialized_move_if_noexcept_a<Range*, Range*, std::allocator<Range> >(Range*, Range*, Range*, std::allocator<Range>&) [92]
                0.00    0.00       6/6           std::vector<Range, std::allocator<Range> >::begin() [101]
                0.00    0.00       6/6           __gnu_cxx::__normal_iterator<Range*, std::vector<Range, std::allocator<Range> > >::difference_type __gnu_cxx::operator-<Range*, std::vector<Range, std::allocator<Range> > >(__gnu_cxx::__normal_iterator<Range*, std::vector<Range, std::allocator<Range> > > const&, __gnu_cxx::__normal_iterator<Range*, std::vector<Range, std::allocator<Range> > > const&) [96]
                0.00    0.00       6/6           std::_Vector_base<Range, std::allocator<Range> >::_M_allocate(unsigned long) [97]
                0.00    0.00       6/40          Range const& std::forward<Range const&>(std::remove_reference<Range const&>::type&) [72]
                0.00    0.00       6/17          void std::allocator_traits<std::allocator<Range> >::construct<Range, Range const&>(std::allocator<Range>&, Range*, Range const&) [84]
                0.00    0.00       6/7           std::_Vector_base<Range, std::allocator<Range> >::_M_deallocate(Range*, unsigned long) [93]
-----------------------------------------------
                0.00    0.00      48/48          void std::_Destroy_aux<false>::__destroy<Range*>(Range*, Range*) [24]
[23]     0.0    0.00    0.00      48         void std::_Destroy<Range>(Range*) [23]
                0.00    0.00      48/5004061     Range::~Range() [15]
-----------------------------------------------
                0.00    0.00       7/7           void std::_Destroy<Range*>(Range*, Range*) [25]
[24]     0.0    0.00    0.00       7         void std::_Destroy_aux<false>::__destroy<Range*>(Range*, Range*) [24]
                0.00    0.00      48/48          void std::_Destroy<Range>(Range*) [23]
                0.00    0.00      48/79          Range* std::__addressof<Range>(Range&) [68]
-----------------------------------------------
                0.00    0.00       7/7           void std::_Destroy<Range*, Range>(Range*, Range*, std::allocator<Range>&) [26]
[25]     0.0    0.00    0.00       7         void std::_Destroy<Range*>(Range*, Range*) [25]
                0.00    0.00       7/7           void std::_Destroy_aux<false>::__destroy<Range*>(Range*, Range*) [24]
-----------------------------------------------
                0.00    0.00       1/7           std::vector<Range, std::allocator<Range> >::~vector() [31]
                0.00    0.00       6/7           void std::vector<Range, std::allocator<Range> >::_M_realloc_insert<Range const&>(__gnu_cxx::__normal_iterator<Range*, std::vector<Range, std::allocator<Range> > >, Range const&) [22]
[26]     0.0    0.00    0.00       7         void std::_Destroy<Range*, Range>(Range*, Range*, std::allocator<Range>&) [26]
                0.00    0.00       7/7           void std::_Destroy<Range*>(Range*, Range*) [25]
-----------------------------------------------
                0.00    0.00       6/6           void std::vector<Range, std::allocator<Range> >::_M_realloc_insert<Range const&>(__gnu_cxx::__normal_iterator<Range*, std::vector<Range, std::allocator<Range> > >, Range const&) [22]
[27]     0.0    0.00    0.00       6         std::vector<Range, std::allocator<Range> >::_M_check_len(unsigned long, char const*) const [27]
                0.00    0.00      24/10997992     std::vector<Range, std::allocator<Range> >::size() const [4]
                0.00    0.00      12/12          std::vector<Range, std::allocator<Range> >::max_size() const [87]
                0.00    0.00       6/6           unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [102]
-----------------------------------------------
                0.00    0.00       1/1           std::default_delete<Interconnect>::operator()(Interconnect*) const [29]
[28]     0.0    0.00    0.00       1         Interconnect::~Interconnect() [28]
                0.00    0.00       1/1           std::vector<Range, std::allocator<Range> >::~vector() [31]
-----------------------------------------------
                0.00    0.00       1/1           std::unique_ptr<Interconnect, std::default_delete<Interconnect> >::~unique_ptr() [30]
[29]     0.0    0.00    0.00       1         std::default_delete<Interconnect>::operator()(Interconnect*) const [29]
                0.00    0.00       1/1           Interconnect::~Interconnect() [28]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[30]     0.0    0.00    0.00       1         std::unique_ptr<Interconnect, std::default_delete<Interconnect> >::~unique_ptr() [30]
                0.00    0.00       1/1           std::default_delete<Interconnect>::operator()(Interconnect*) const [29]
                0.00    0.00       1/2           std::__uniq_ptr_impl<Interconnect, std::default_delete<Interconnect> >::_M_ptr() [108]
                0.00    0.00       1/1           std::unique_ptr<Interconnect, std::default_delete<Interconnect> >::get_deleter() [125]
-----------------------------------------------
                0.00    0.00       1/1           Interconnect::~Interconnect() [28]
[31]     0.0    0.00    0.00       1         std::vector<Range, std::allocator<Range> >::~vector() [31]
                0.00    0.00       1/7           void std::_Destroy<Range*, Range>(Range*, Range*, std::allocator<Range>&) [26]
                0.00    0.00       1/19          std::_Vector_base<Range, std::allocator<Range> >::_M_get_Tp_allocator() [80]
                0.00    0.00       1/1           std::_Vector_base<Range, std::allocator<Range> >::~_Vector_base() [134]
-----------------------------------------------
                0.00    0.00 4998984/4998984     std::vector<Range, std::allocator<Range> >::at(unsigned long) const [7]
[38]     0.0    0.00    0.00 4998984         std::vector<Range, std::allocator<Range> >::operator[](unsigned long) const [38]
-----------------------------------------------
                0.00    0.00 2000000/4000000     std::operator&=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [40]
                0.00    0.00 2000000/4000000     std::ios_base::setf(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [8]
[39]     0.0    0.00    0.00 4000000         std::operator&(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [39]
-----------------------------------------------
                0.00    0.00 2000000/2000000     std::ios_base::setf(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [8]
[40]     0.0    0.00    0.00 2000000         std::operator&=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [40]
                0.00    0.00 2000000/4000000     std::operator&(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [39]
-----------------------------------------------
                0.00    0.00 2000000/2000000     std::ios_base::setf(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [8]
[41]     0.0    0.00    0.00 2000000         std::operator~(std::_Ios_Fmtflags) [41]
-----------------------------------------------
                0.00    0.00 2000000/2000000     std::operator|=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [9]
[42]     0.0    0.00    0.00 2000000         std::operator|(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [42]
-----------------------------------------------
                0.00    0.00       1/1000004     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_set_length(unsigned long) [144]
                0.00    0.00       1/1000004     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_destroy(unsigned long) [141]
                0.00    0.00       2/1000004     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_is_local() const [103]
                0.00    0.00 1000000/1000004     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::c_str() const [49]
[43]     0.0    0.00    0.00 1000004         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [43]
-----------------------------------------------
                0.00    0.00 1000000/1000000     Interconnect::load(unsigned int) const [2]
[44]     0.0    0.00    0.00 1000000         Interconnect::maskRegion(unsigned int) const [44]
-----------------------------------------------
                0.00    0.00 1000000/1000000     std::unique_ptr<Interconnect, std::default_delete<Interconnect> >::operator->() const [46]
[45]     0.0    0.00    0.00 1000000         std::unique_ptr<Interconnect, std::default_delete<Interconnect> >::get() const [45]
                0.00    0.00 1000000/1000000     std::__uniq_ptr_impl<Interconnect, std::default_delete<Interconnect> >::_M_ptr() const [48]
-----------------------------------------------
                0.00    0.00 1000000/1000000     main [1]
[46]     0.0    0.00    0.00 1000000         std::unique_ptr<Interconnect, std::default_delete<Interconnect> >::operator->() const [46]
                0.00    0.00 1000000/1000000     std::unique_ptr<Interconnect, std::default_delete<Interconnect> >::get() const [45]
-----------------------------------------------
                0.00    0.00 1000000/1000000     std::optional<Range>::operator bool() const [50]
[47]     0.0    0.00    0.00 1000000         std::_Optional_base<Range>::_M_is_engaged() const [47]
-----------------------------------------------
                0.00    0.00 1000000/1000000     std::unique_ptr<Interconnect, std::default_delete<Interconnect> >::get() const [45]
[48]     0.0    0.00    0.00 1000000         std::__uniq_ptr_impl<Interconnect, std::default_delete<Interconnect> >::_M_ptr() const [48]
                0.00    0.00 1000000/1000000     std::tuple_element<0ul, std::tuple<Interconnect*, std::default_delete<Interconnect> > >::type const& std::get<0ul, Interconnect*, std::default_delete<Interconnect> >(std::tuple<Interconnect*, std::default_delete<Interconnect> > const&) [54]
-----------------------------------------------
                0.00    0.00 1000000/1000000     std::__cxx11::stoi(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long*, int) [11]
[49]     0.0    0.00    0.00 1000000         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::c_str() const [49]
                0.00    0.00 1000000/1000004     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [43]
-----------------------------------------------
                0.00    0.00 1000000/1000000     bool std::operator!=<Range>(std::optional<Range> const&, std::nullopt_t) [55]
[50]     0.0    0.00    0.00 1000000         std::optional<Range>::operator bool() const [50]
                0.00    0.00 1000000/1000000     std::_Optional_base<Range>::_M_is_engaged() const [47]
-----------------------------------------------
                0.00    0.00 1000000/1000000     std::_Tuple_impl<0ul, Interconnect*, std::default_delete<Interconnect> >::_M_head(std::_Tuple_impl<0ul, Interconnect*, std::default_delete<Interconnect> > const&) [52]
[51]     0.0    0.00    0.00 1000000         std::_Head_base<0ul, Interconnect*, false>::_M_head(std::_Head_base<0ul, Interconnect*, false> const&) [51]
-----------------------------------------------
                0.00    0.00 1000000/1000000     Interconnect* const& std::__get_helper<0ul, Interconnect*, std::default_delete<Interconnect> >(std::_Tuple_impl<0ul, Interconnect*, std::default_delete<Interconnect> > const&) [53]
[52]     0.0    0.00    0.00 1000000         std::_Tuple_impl<0ul, Interconnect*, std::default_delete<Interconnect> >::_M_head(std::_Tuple_impl<0ul, Interconnect*, std::default_delete<Interconnect> > const&) [52]
                0.00    0.00 1000000/1000000     std::_Head_base<0ul, Interconnect*, false>::_M_head(std::_Head_base<0ul, Interconnect*, false> const&) [51]
-----------------------------------------------
                0.00    0.00 1000000/1000000     std::tuple_element<0ul, std::tuple<Interconnect*, std::default_delete<Interconnect> > >::type const& std::get<0ul, Interconnect*, std::default_delete<Interconnect> >(std::tuple<Interconnect*, std::default_delete<Interconnect> > const&) [54]
[53]     0.0    0.00    0.00 1000000         Interconnect* const& std::__get_helper<0ul, Interconnect*, std::default_delete<Interconnect> >(std::_Tuple_impl<0ul, Interconnect*, std::default_delete<Interconnect> > const&) [53]
                0.00    0.00 1000000/1000000     std::_Tuple_impl<0ul, Interconnect*, std::default_delete<Interconnect> >::_M_head(std::_Tuple_impl<0ul, Interconnect*, std::default_delete<Interconnect> > const&) [52]
-----------------------------------------------
                0.00    0.00 1000000/1000000     std::__uniq_ptr_impl<Interconnect, std::default_delete<Interconnect> >::_M_ptr() const [48]
[54]     0.0    0.00    0.00 1000000         std::tuple_element<0ul, std::tuple<Interconnect*, std::default_delete<Interconnect> > >::type const& std::get<0ul, Interconnect*, std::default_delete<Interconnect> >(std::tuple<Interconnect*, std::default_delete<Interconnect> > const&) [54]
                0.00    0.00 1000000/1000000     Interconnect* const& std::__get_helper<0ul, Interconnect*, std::default_delete<Interconnect> >(std::_Tuple_impl<0ul, Interconnect*, std::default_delete<Interconnect> > const&) [53]
-----------------------------------------------
                0.00    0.00 1000000/1000000     Interconnect::load(unsigned int) const [2]
[55]     0.0    0.00    0.00 1000000         bool std::operator!=<Range>(std::optional<Range> const&, std::nullopt_t) [55]
                0.00    0.00 1000000/1000000     std::optional<Range>::operator bool() const [50]
-----------------------------------------------
                0.00    0.00 1000000/1000000     int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [10]
[56]     0.0    0.00    0.00 1000000         __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Range_chk::_S_chk(long, std::integral_constant<bool, true>) [56]
-----------------------------------------------
                0.00    0.00 1000000/1000000     int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [10]
[57]     0.0    0.00    0.00 1000000         __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::_Save_errno() [57]
-----------------------------------------------
                0.00    0.00 1000000/1000000     int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [10]
[58]     0.0    0.00    0.00 1000000         __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::~_Save_errno() [58]
-----------------------------------------------
                0.00    0.00  994988/994988      std::_Optional_base<Range>::_Optional_base(std::nullopt_t) [12]
[59]     0.0    0.00    0.00  994988         std::_Optional_payload<Range, false, false>::_Optional_payload() [59]
-----------------------------------------------
                0.00    0.00    5012/15036       std::optional<Range>::optional<Range&, true>(Range&) [66]
                0.00    0.00    5012/15036       std::_Optional_payload<Range, false, false>::_Optional_payload<Range&>(std::in_place_t, Range&) [65]
                0.00    0.00    5012/15036       std::_Optional_base<Range>::_Optional_base<Range&, false>(std::in_place_t, Range&) [64]
[60]     0.0    0.00    0.00   15036         Range& std::forward<Range&>(std::remove_reference<Range&>::type&) [60]
-----------------------------------------------
                0.00    0.00    5012/5012        Interconnect::load(unsigned int) const [2]
[61]     0.0    0.00    0.00    5012         Range::offset(unsigned int) const [61]
-----------------------------------------------
                0.00    0.00    5012/5012        Interconnect::load(unsigned int) const [2]
[62]     0.0    0.00    0.00    5012         std::optional<Range>::operator*() & [62]
                0.00    0.00    5012/5012        std::_Optional_base<Range>::_M_get() [63]
-----------------------------------------------
                0.00    0.00    5012/5012        std::optional<Range>::operator*() & [62]
[63]     0.0    0.00    0.00    5012         std::_Optional_base<Range>::_M_get() [63]
-----------------------------------------------
                0.00    0.00    5012/5012        std::optional<Range>::optional<Range&, true>(Range&) [66]
[64]     0.0    0.00    0.00    5012         std::_Optional_base<Range>::_Optional_base<Range&, false>(std::in_place_t, Range&) [64]
                0.00    0.00    5012/15036       Range& std::forward<Range&>(std::remove_reference<Range&>::type&) [60]
                0.00    0.00    5012/5012        std::_Optional_payload<Range, false, false>::_Optional_payload<Range&>(std::in_place_t, Range&) [65]
-----------------------------------------------
                0.00    0.00    5012/5012        std::_Optional_base<Range>::_Optional_base<Range&, false>(std::in_place_t, Range&) [64]
[65]     0.0    0.00    0.00    5012         std::_Optional_payload<Range, false, false>::_Optional_payload<Range&>(std::in_place_t, Range&) [65]
                0.00    0.00    5012/15036       Range& std::forward<Range&>(std::remove_reference<Range&>::type&) [60]
-----------------------------------------------
                0.00    0.00    5012/5012        Interconnect::binarySearch(unsigned int, std::vector<Range, std::allocator<Range> > const*, unsigned int, unsigned int) const [3]
[66]     0.0    0.00    0.00    5012         std::optional<Range>::optional<Range&, true>(Range&) [66]
                0.00    0.00    5012/15036       Range& std::forward<Range&>(std::remove_reference<Range&>::type&) [60]
                0.00    0.00    5012/5012        std::_Optional_base<Range>::_Optional_base<Range&, false>(std::in_place_t, Range&) [64]
-----------------------------------------------
                0.00    0.00      86/86          bool std::operator==<Range*>(std::move_iterator<Range*> const&, std::move_iterator<Range*> const&) [70]
[67]     0.0    0.00    0.00      86         std::move_iterator<Range*>::base() const [67]
-----------------------------------------------
                0.00    0.00      31/79          Range* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<Range*>, Range*>(std::move_iterator<Range*>, std::move_iterator<Range*>, Range*) [89]
                0.00    0.00      48/79          void std::_Destroy_aux<false>::__destroy<Range*>(Range*, Range*) [24]
[68]     0.0    0.00    0.00      79         Range* std::__addressof<Range>(Range&) [68]
-----------------------------------------------
                0.00    0.00      17/48          void __gnu_cxx::new_allocator<Range>::construct<Range, Range const&>(Range*, Range const&) [83]
                0.00    0.00      31/48          void std::_Construct<Range, Range>(Range*, Range&&) [75]
[69]     0.0    0.00    0.00      48         operator new(unsigned long, void*) [69]
-----------------------------------------------
                0.00    0.00      43/43          bool std::operator!=<Range*>(std::move_iterator<Range*> const&, std::move_iterator<Range*> const&) [71]
[70]     0.0    0.00    0.00      43         bool std::operator==<Range*>(std::move_iterator<Range*> const&, std::move_iterator<Range*> const&) [70]
                0.00    0.00      86/86          std::move_iterator<Range*>::base() const [67]
-----------------------------------------------
                0.00    0.00      43/43          Range* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<Range*>, Range*>(std::move_iterator<Range*>, std::move_iterator<Range*>, Range*) [89]
[71]     0.0    0.00    0.00      43         bool std::operator!=<Range*>(std::move_iterator<Range*> const&, std::move_iterator<Range*> const&) [71]
                0.00    0.00      43/43          bool std::operator==<Range*>(std::move_iterator<Range*> const&, std::move_iterator<Range*> const&) [70]
-----------------------------------------------
                0.00    0.00       6/40          void std::vector<Range, std::allocator<Range> >::_M_realloc_insert<Range const&>(__gnu_cxx::__normal_iterator<Range*, std::vector<Range, std::allocator<Range> > >, Range const&) [22]
                0.00    0.00      17/40          void std::allocator_traits<std::allocator<Range> >::construct<Range, Range const&>(std::allocator<Range>&, Range*, Range const&) [84]
                0.00    0.00      17/40          void __gnu_cxx::new_allocator<Range>::construct<Range, Range const&>(Range*, Range const&) [83]
[72]     0.0    0.00    0.00      40         Range const& std::forward<Range const&>(std::remove_reference<Range const&>::type&) [72]
-----------------------------------------------
                0.00    0.00      31/31          Range* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<Range*>, Range*>(std::move_iterator<Range*>, std::move_iterator<Range*>, Range*) [89]
[73]     0.0    0.00    0.00      31         std::move_iterator<Range*>::operator*() const [73]
-----------------------------------------------
                0.00    0.00      31/31          Range* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<Range*>, Range*>(std::move_iterator<Range*>, std::move_iterator<Range*>, Range*) [89]
[74]     0.0    0.00    0.00      31         std::move_iterator<Range*>::operator++() [74]
-----------------------------------------------
                0.00    0.00      31/31          Range* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<Range*>, Range*>(std::move_iterator<Range*>, std::move_iterator<Range*>, Range*) [89]
[75]     0.0    0.00    0.00      31         void std::_Construct<Range, Range>(Range*, Range&&) [75]
                0.00    0.00      31/31          Range&& std::forward<Range>(std::remove_reference<Range>::type&) [76]
                0.00    0.00      31/48          operator new(unsigned long, void*) [69]
-----------------------------------------------
                0.00    0.00      31/31          void std::_Construct<Range, Range>(Range*, Range&&) [75]
[76]     0.0    0.00    0.00      31         Range&& std::forward<Range>(std::remove_reference<Range>::type&) [76]
-----------------------------------------------
                0.00    0.00      12/24          void std::vector<Range, std::allocator<Range> >::_M_realloc_insert<Range const&>(__gnu_cxx::__normal_iterator<Range*, std::vector<Range, std::allocator<Range> > >, Range const&) [22]
                0.00    0.00      12/24          __gnu_cxx::__normal_iterator<Range*, std::vector<Range, std::allocator<Range> > >::difference_type __gnu_cxx::operator-<Range*, std::vector<Range, std::allocator<Range> > >(__gnu_cxx::__normal_iterator<Range*, std::vector<Range, std::allocator<Range> > > const&, __gnu_cxx::__normal_iterator<Range*, std::vector<Range, std::allocator<Range> > > const&) [96]
[77]     0.0    0.00    0.00      24         __gnu_cxx::__normal_iterator<Range*, std::vector<Range, std::allocator<Range> > >::base() const [77]
-----------------------------------------------
                0.00    0.00      24/24          std::move_iterator<Range*> std::__make_move_if_noexcept_iterator<Range, std::move_iterator<Range*> >(Range*) [79]
[78]     0.0    0.00    0.00      24         std::move_iterator<Range*>::move_iterator(Range*) [78]
-----------------------------------------------
                0.00    0.00      24/24          Range* std::__uninitialized_move_if_noexcept_a<Range*, Range*, std::allocator<Range> >(Range*, Range*, Range*, std::allocator<Range>&) [92]
[79]     0.0    0.00    0.00      24         std::move_iterator<Range*> std::__make_move_if_noexcept_iterator<Range, std::move_iterator<Range*> >(Range*) [79]
                0.00    0.00      24/24          std::move_iterator<Range*>::move_iterator(Range*) [78]
-----------------------------------------------
                0.00    0.00       1/19          std::vector<Range, std::allocator<Range> >::~vector() [31]
                0.00    0.00      18/19          void std::vector<Range, std::allocator<Range> >::_M_realloc_insert<Range const&>(__gnu_cxx::__normal_iterator<Range*, std::vector<Range, std::allocator<Range> > >, Range const&) [22]
[80]     0.0    0.00    0.00      19         std::_Vector_base<Range, std::allocator<Range> >::_M_get_Tp_allocator() [80]
-----------------------------------------------
                0.00    0.00       6/18          __gnu_cxx::new_allocator<Range>::allocate(unsigned long, void const*) [95]
                0.00    0.00      12/18          std::allocator_traits<std::allocator<Range> >::max_size(std::allocator<Range> const&) [88]
[81]     0.0    0.00    0.00      18         __gnu_cxx::new_allocator<Range>::max_size() const [81]
-----------------------------------------------
                0.00    0.00      17/17          Interconnect::Interconnect() [19]
[82]     0.0    0.00    0.00      17         Range::Range(unsigned int, unsigned int) [82]
-----------------------------------------------
                0.00    0.00      17/17          void std::allocator_traits<std::allocator<Range> >::construct<Range, Range const&>(std::allocator<Range>&, Range*, Range const&) [84]
[83]     0.0    0.00    0.00      17         void __gnu_cxx::new_allocator<Range>::construct<Range, Range const&>(Range*, Range const&) [83]
                0.00    0.00      17/40          Range const& std::forward<Range const&>(std::remove_reference<Range const&>::type&) [72]
                0.00    0.00      17/48          operator new(unsigned long, void*) [69]
-----------------------------------------------
                0.00    0.00       6/17          void std::vector<Range, std::allocator<Range> >::_M_realloc_insert<Range const&>(__gnu_cxx::__normal_iterator<Range*, std::vector<Range, std::allocator<Range> > >, Range const&) [22]
                0.00    0.00      11/17          std::vector<Range, std::allocator<Range> >::push_back(Range const&) [21]
[84]     0.0    0.00    0.00      17         void std::allocator_traits<std::allocator<Range> >::construct<Range, Range const&>(std::allocator<Range>&, Range*, Range const&) [84]
                0.00    0.00      17/40          Range const& std::forward<Range const&>(std::remove_reference<Range const&>::type&) [72]
                0.00    0.00      17/17          void __gnu_cxx::new_allocator<Range>::construct<Range, Range const&>(Range*, Range const&) [83]
-----------------------------------------------
                0.00    0.00       6/12          std::vector<Range, std::allocator<Range> >::end() [100]
                0.00    0.00       6/12          std::vector<Range, std::allocator<Range> >::begin() [101]
[85]     0.0    0.00    0.00      12         __gnu_cxx::__normal_iterator<Range*, std::vector<Range, std::allocator<Range> > >::__normal_iterator(Range* const&) [85]
-----------------------------------------------
                0.00    0.00      12/12          std::vector<Range, std::allocator<Range> >::max_size() const [87]
[86]     0.0    0.00    0.00      12         std::_Vector_base<Range, std::allocator<Range> >::_M_get_Tp_allocator() const [86]
-----------------------------------------------
                0.00    0.00      12/12          std::vector<Range, std::allocator<Range> >::_M_check_len(unsigned long, char const*) const [27]
[87]     0.0    0.00    0.00      12         std::vector<Range, std::allocator<Range> >::max_size() const [87]
                0.00    0.00      12/12          std::_Vector_base<Range, std::allocator<Range> >::_M_get_Tp_allocator() const [86]
                0.00    0.00      12/12          std::allocator_traits<std::allocator<Range> >::max_size(std::allocator<Range> const&) [88]
-----------------------------------------------
                0.00    0.00      12/12          std::vector<Range, std::allocator<Range> >::max_size() const [87]
[88]     0.0    0.00    0.00      12         std::allocator_traits<std::allocator<Range> >::max_size(std::allocator<Range> const&) [88]
                0.00    0.00      12/18          __gnu_cxx::new_allocator<Range>::max_size() const [81]
-----------------------------------------------
                0.00    0.00      12/12          Range* std::uninitialized_copy<std::move_iterator<Range*>, Range*>(std::move_iterator<Range*>, std::move_iterator<Range*>, Range*) [90]
[89]     0.0    0.00    0.00      12         Range* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<Range*>, Range*>(std::move_iterator<Range*>, std::move_iterator<Range*>, Range*) [89]
                0.00    0.00      43/43          bool std::operator!=<Range*>(std::move_iterator<Range*> const&, std::move_iterator<Range*> const&) [71]
                0.00    0.00      31/31          std::move_iterator<Range*>::operator*() const [73]
                0.00    0.00      31/31          void std::_Construct<Range, Range>(Range*, Range&&) [75]
                0.00    0.00      31/79          Range* std::__addressof<Range>(Range&) [68]
                0.00    0.00      31/31          std::move_iterator<Range*>::operator++() [74]
-----------------------------------------------
                0.00    0.00      12/12          Range* std::__uninitialized_copy_a<std::move_iterator<Range*>, Range*, Range>(std::move_iterator<Range*>, std::move_iterator<Range*>, Range*, std::allocator<Range>&) [91]
[90]     0.0    0.00    0.00      12         Range* std::uninitialized_copy<std::move_iterator<Range*>, Range*>(std::move_iterator<Range*>, std::move_iterator<Range*>, Range*) [90]
                0.00    0.00      12/12          Range* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<Range*>, Range*>(std::move_iterator<Range*>, std::move_iterator<Range*>, Range*) [89]
-----------------------------------------------
                0.00    0.00      12/12          Range* std::__uninitialized_move_if_noexcept_a<Range*, Range*, std::allocator<Range> >(Range*, Range*, Range*, std::allocator<Range>&) [92]
[91]     0.0    0.00    0.00      12         Range* std::__uninitialized_copy_a<std::move_iterator<Range*>, Range*, Range>(std::move_iterator<Range*>, std::move_iterator<Range*>, Range*, std::allocator<Range>&) [91]
